auc_K1,auc_K2,auc_K3,auc_K4,auc_K5,auc_VT,c_index,score_skew,score_kurt,score_var,score_q90_q10,delta_c_index,te_bin_var,te_slope,te_quadratic_p,te_max_diff,te_bin_event_rate_range,censoring_rate,event_rate,event_count_trt,event_count_ctrl,median_followup,mean_followup,n,p,e_per_p,bootstrap_ci_sd,bootstrap_ci_mean,orig_pred_var,orig_pred_mean,orig_ambiguity,cfg_n_predictive,cfg_n_prognostic,cfg_te_scale,cfg_b0,c_index_trt,c_index_ctrl,c_index_ratio,prop_interact_sig,trt_main_p,te_int_max_z,te_int_mean_z,te_int_prop_sig,corr_mean,corr_max,corr_prop_high,family,n_train,cfg_prognostic_form,optimal_method,seed
0.571533971679125,0.581456633325105,0.581456633325105,0.579259224803736,0.580937155194835,0.686881185513145,0.595550428882556,0.0539072664989735,2.91406258530777,0.143719200089135,-1.03541949536839,0.00848463015148363,0.549545618184008,-0.79080990848797,0.396167540622044,1.54195645926377,0.0736,0.1082,0.8918,218.8,227.1,4.17977876508312,4.72707236215482,500,52,8.575,0.0143998564484953,0.639951000866651,0.0383241792559458,0.6575648551467,0.1602,2,8,0.27,1.94,0.636276931286856,0.646410310378833,0.985229614913334,0.126923076923077,0.222369217061962,2.54144317598536,0.905732629230536,0.0692307692307692,0.342058713972433,0.455087053014732,0,radial,500,quadratic,6,84816
0.747531167856334,0.763475435914441,0.754033973416241,0.776265058696916,0.759388228033625,0.711850499289542,0.701815781381765,-0.0603668683158298,3.20649792436725,1.23388727159781,-0.969828825290407,0.00151309478360924,2.35405548666814,-1.18078206197595,0.379392012666167,3.1553713581828,0.23,0.304,0.696,71.3,67.9,4.23702942272342,4.93484714647103,200,52,2.67692307692308,0.0257277830294819,0.792033007127782,0.0697487834092574,0.583043431950062,0.161,1,2,0.48,1.89,0.841962623687445,0.843174551894031,0.999767260479764,0.478846153846154,0.575636706013422,3.08520981995042,1.66170980469852,0.357692307692308,0.704290062263525,0.78847521882869,1,s_shaped,200,quadratic,4,698304
0.510436234441118,0.506295653895475,0.506295653895475,0.506707008789016,0.509185410247943,0.561009572175454,0.633835628929074,0.150447729159204,3.00763689471131,0.330111206615325,-0.998092703236845,0.00167042639253581,0.226682193829201,-0.304328772291404,0.635413191031202,1.00438623147508,0.109333333333333,0.145333333333333,0.854666666666667,125.9,130.5,1.61679884228332,1.95210394439484,300,52,4.93076923076923,0.0187526383164554,0.696918418013246,0.0224578622949563,0.61464422286771,0.283,2,8,0.25,1.26,0.710926087021572,0.705478415847189,1.00782554600392,0.101923076923077,0.433573625004725,2.47734279579518,0.739297268453807,0.0442307692307692,0.334196553866677,0.481738476373865,0.000226244343891403,enclave,300,quadratic,6,340354
0.690578243925368,0.688074540076629,0.695804915198581,0.694833318081752,0.689770398845838,0.729695058919889,0.650338182599303,0.105632404316552,3.12947646073597,0.468659394652286,-1.04563059399524,0.000527131486940013,0.570014710448709,-0.833196184228754,0.419890718262328,1.55868744489864,0.048,0.0356666666666667,0.964333333333333,144.1,145.2,1.77621530234373,2.05055329507523,300,52,5.56346153846154,0.0171402881909761,0.701247784112265,0.0257096564115218,0.607186665447074,0.272,2,8,0.37,1.12,0.74768631741084,0.695043611764557,1.07762083051935,0.148076923076923,0.465258395154174,3.84574733671593,0.92835518992856,0.103846153846154,0.103683511079959,0.283034627735129,0,additive,300,quadratic,6,152667
0.714891215472953,0.724515535432232,0.728265218334907,0.729486137099736,0.722965827285869,0.708016159792069,0.605588320072647,0.0827411489993897,2.9468617955219,0.210799587675217,-1.01999265003649,0.0172179206655076,0.18509904230648,-0.612330931588514,0.313809497833922,0.903501825411494,0.0616,0.0344,0.9656,242.1,240.7,0.722882800026335,0.960215166003495,500,52,9.28461538461539,0.0137540117027723,0.645444001302358,0.00890041500571939,0.634020096965862,0.4244,2,16,0.5,0.38,0.661180659282213,0.654850515518941,1.00961446916597,0.157692307692308,0.141012348002786,3.95610314964024,0.939710572701985,0.107692307692308,0.0998824529325228,0.237795889490508,0,random,500,quadratic,4,112118
0.922076148289299,0.928456950405837,0.928456950405837,0.921859851268155,0.92172211962486,0.887657537316524,0.607394536536519,0.0318206881879463,3.00552696349539,0.188403310770478,-0.990606925025006,-0.0019534389961918,0.507089021774664,-1.40792816705104,0.394781483079014,1.50024772141997,0.1256,0.2184,0.7816,194.8,196,2.68519245648866,2.97777906934448,500,52,7.51538461538462,0.0154913285636824,0.653198263830393,0.0487600380303793,0.611569724896943,0.1978,1,0,0.43,1.13,0.660622088624939,0.651716634841276,1.01434881082975,0.109615384615385,0.413426462128337,2.72453177026465,0.805736623122288,0.0596153846153846,0.329359581869903,0.44016878902149,0,bump,500,mixed,2,997968
0.570337670328144,0.602781132531921,0.600896930113552,0.599945701877706,0.598685349497971,0.596679562611109,0.717400133465235,0.0051216339232253,3.07163639675546,2.60563391869603,-1.00165008020008,0.000364968532359034,1.47723209621408,-0.719063346377634,0.442054264317254,2.36050019913789,0.218666666666667,0.161,0.839,125.2,126.5,4.23300093684219,5.29500708615725,300,52,4.84038461538462,0.0150155015442585,0.761233447130698,0.0583307494912443,0.571548685638521,0.173666666666667,2,4,0.38,1.83,0.770716767841485,0.775691734703043,0.996321064385862,0.107692307692308,0.354521932411099,2.71178419981196,0.807041077471098,0.0615384615384615,0.102064344846064,0.290360095016333,0,cross,300,mixed,2,60601
0.766937505080009,0.751534434334116,0.743147877304943,0.749045188065523,0.723650680547458,0.771121561897632,0.688198949411292,0.0508172755139169,2.98869130169745,1.76024336166522,-1.0008810488366,0.000604807941072483,0.0568039792520322,-0.236822081750567,0.493764724713372,0.480622806579869,0.1272,0.0948,0.9052,224.6,228,1.08240832518444,1.33844760563163,500,52,8.70384615384615,0.0119396184540028,0.718860202889061,0.0114863659957838,0.626677691390215,0.2068,1,2,0.32,0.35,0.721292899552842,0.723824247249112,1.00032733779024,0.126923076923077,0.2775588686932,2.26017455771005,0.857831001910492,0.0826923076923077,0.703985346974753,0.76352087935573,1,bump,500,mixed,6,332847
0.602570888055977,0.653128696292702,0.734072121420439,0.678555064299674,0.719077993438673,0.572985817405449,0.860130462243792,0.00778623283753203,2.92924005132826,5.12444680482621,-1.00189545789769,-0.000431339547175702,0.251807917225935,-0.131228164382666,0.293586463168183,0.84826955972534,0.4308,0.2658,0.7342,366.4,367.8,2.82488054578244,4.11477121911904,1000,52,14.1192307692308,0.00551232922321263,0.864452092029585,0.0299875204711561,0.604059903923561,0.2904,2,4,0.3,1.28,0.854650111703606,0.880261161590961,0.970809782264969,0.223076923076923,0.0468224100345212,2.8785191246361,1.06262652561987,0.142307692307692,0.336504477230374,0.420781134272931,0,cross,1000,linear,3,312584
0.616108053180453,0.703033450513321,0.733536050541018,0.742938088475542,0.819720364916919,0.709315675443518,0.825721191461735,-0.0348006572410926,3.16334366568437,3.47273701673506,-1.03984978319779,0.000110001257502834,1.69828061977664,0.162276034607636,0.38387261679349,2.51800574329994,0.325333333333333,0.229333333333333,0.770666666666667,111.9,119.3,5.46811048486812,6.90100513513636,300,52,4.44615384615385,0.0124821921168727,0.84867895387915,0.067229852278293,0.574325597089927,0.162,1,1,0.3,1.85,0.848171772117343,0.866232283391991,0.979412326945568,0.103846153846154,0.421430189158497,2.53166837555186,0.803263708170584,0.0461538461538462,0.0990082669131655,0.28923319857383,0,bump,300,linear,5,148915
